"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2024;"2308";"1309";"0411";"1193";10225;"Número de Infraestruturas de Pesquisa & Desenvolvimento (P&D) disponibilizadas pelas Unidades de Pesquisa do MCTI";"INFRA_UP";230,00;Não;30/05/2023;"Número de Infraestruturas de Pesquisa & Desenvolvimento (P&D) disponibilizadas pelas Unidades de Pesquisa do MCTI";"Total de infraestruturas de pesquisa e desenvolvimento disponibilizadas pelas Unidades de Pesquisa, incluindo laboratórios, equipamentos multiusuários (supercomputadores e outros), centrais analíticas, usinas, biofábricas, coleções científicas, entre outras.";"01/05/2023";"até 30 de abril de cada exercício";"Número de Infraestruturas de Pesquisa & Desenvolvimento (P&D) disponibilizadas pelas Unidades de Pesquisa do MCTI";"Quanto maior melhor";;"Não se aplica ";"Não se aplica";"Homepage das UP";"Somatório de infraestrutura de P&D disponibilizadas pelas UP";"? Ausência de recursos financeiros para implementação, modernização ou ampliação de infraestruturas de P&D, ? Ausência de recursos financeiros para manutenção das infraestruturas de P&D existentes.";;
2024;"2308";"1309";"0411";"1187";10217;"Número de infraestruturas de Pesquisa & Desenvolvimento (P&D) recuperadas e modernizadas";;25.587,00;Não;18/09/2023;"Número de infraestruturas de Pesquisa & Desenvolvimento (P&D) recuperadas e modernizadas";"Número de infraestruturas de Pesquisa & Desenvolvimento (P&D) recuperadas e modernizadas   ";"31/12 do ano a que se refere o indicador";"31/12";"Número de infraestruturas de Pesquisa & Desenvolvimento (P&D) recuperadas e modernizadas";"Quanto maior melhor";;"Quantidade de laboratórios e quantidade de equipamentos ";"Plataforma Nacional de Infraestrutura de Pesquisa Relatórios Finep";"Site do MCTI";"Como descrito na fórmula apresentada";"possíveis falhas de acompanhamento ";"Linha de base: 3929 laboratórios e 21.658 Equipamentos";
2024;"2308";"1309";"0411";"1190";10220;"Percentual de laboratórios novos, recuperados e/ou modernizados nas regiões N, NE e CO";;1,00;Não;18/09/2023;"Percentual de laboratórios novos, recuperados e/ou modernizados nas regiões N, NE e CO";"Percentual de laboratórios novos, recuperados e/ou modernizados nas regiões N, NE e CO";"31/12 do ano a que se refere o indicador";"31/12";"Percentual de laboratórios novos, recuperados e/ou modernizados nas regiões N, NE e CO";"Quanto maior melhor";;"Percentual de laboratórios  ";"Plataforma Nacional de Infraestrutura de Pesquisa";"Site MCTI ";;"possíveis falhas de acompanhamento ";;
2024;"2308";"1309";"0411";"1194";10227;"Número de serviços prestados e/ou atendimentos realizados por infraestruturas compartilhadas e laboratórios multiusuários";;136,00;Não;17/07/2023;"Número de serviços prestados e/ou atendimentos realizados por infraestruturas compartilhadas e laboratórios multiusuários";"O número de serviços prestados e/ou atendimentos realizados por infraestruturas compartilhadas e laboratórios multiusuários é um indicador relevante para medir o impacto e a utilização efetiva desses recursos. Esse indicador fornece uma visão direta da quantidade de atividades de Pesquisa & Desenvolvimento (P&D) que são executadas nas infraestruturas disponibilizadas, bem como o grau de demanda e interesse que esses recursos estão gerando.  ";"31/12";"31/12";"Número de serviços prestados e/ou atendimentos realizados por infraestruturas compartilhadas e laboratórios multiusuários";"Quanto maior melhor";;"Número de serviços prestados e/ou atendimentos realizados por infraestruturas compartilhadas e laboratórios multiusuários";"PNIPE MCTI";"Verificação do número de compartilhamentos registrados na PNIPE MCTI";"Registros identificados na PNIPE";;"Ao acompanhar o número de serviços prestados e/ou atendimentos realizados, é possível avaliar:  - Utilização efetiva: O indicador permite verificar se as infraestruturas estão sendo efetivamente utilizadas. Um alto número de serviços prestados e/ou atendimentos realizados pode indicar que os recursos estão sendo bem aproveitados e atendendo às necessidades dos usuários.  - Demanda por P&D: O aumento do número de serviços e atendimentos pode indicar um aumento na demanda por P&D em determinadas áreas ou setores, o que pode ser um sinal positivo de que a disponibilização dessas infraestruturas está impulsionando a inovação e o desenvolvimento tecnológico.  - Interesse e parcerias: Se houver um número significativo de projetos e parcerias sendo realizados nas infraestruturas compartilhadas, isso pode indicar um interesse crescente por parte das empresas, instituições de pesquisa e outras entidades em se beneficiar desses recursos colaborativos.  - Eficiência e sustentabilidade: Ao rastrear o número de serviços prestados e/ou atendimentos realizados em relação aos recursos investidos na infraestrutura, é possível avaliar a eficiência e sustentabilidade desses espaços. Uma alta taxa de utilização em relação aos custos operacionais pode ser um indicativo positivo.  - Impacto na inovação: Se os serviços e atendimentos resultarem em novos produtos, processos ou conhecimentos científicos, isso pode ser um indicador importante do impacto da disponibilização das infraestruturas na promoção da inovação.   Observações da SEPPE, acerca da PNIPE:   1) Por meio da PNIPE é possível obter o número de compartilhamentos aprovados e registrados, sendo que este compartilhamento se dá através da prestação de serviços e/ou atendimentos realizados pelos laboratórios cadastrados na plataforma,  2) A linha de base utilizada foi o número de compartilhamentos registrados em 17/07/2023. A estimativa das metas foi um incremento de 50% ao ano dos compartilhamentos registrados, uma vez que o cadastro na PNIPE é utilizado como critério nas chamadas da Finep e CNPq, o que estimula o compartilhamento das infraestruturas e quanto mais utilizada a plataforma, mais conhecida e utilizada ela fica, aumentando assim o número de compartilhamento registrados. Foi apenas uma estimativa, as metas podem ser revisadas com a devida justificativa. ";
2024;"2308";"1309";"0411";"2033";11367;"Percentual de avanço do projeto";;78,00;Não;27/07/2023;"Percentual de avanço do projeto";"Mede o avanço físico do projeto";"31/12";"31/12";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica  ";"MCTI/SPEO";;"não se aplica ";;;
2024;"2308";"1309";"0411";"2034";11368;"Percentual de avanço do projeto";;1,00;Não;27/07/2023;"Percentual de avanço do projeto";"Mede o avanço físico do projeto";"31/12";"31/12";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica ";"MCTI/SPEO";;"não se aplica ";;;
2024;"2308";"1309";"0411";"2035";11369;"Percentual de avanço do projeto";;62,00;Não;27/07/2023;"Percentual de avanço do projeto";"Mede o avanço físico do projeto";"31/12";"31/12";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"MCTI/SPEO";;"não se aplica";;;
2024;"2308";"1309";"0411";"2036";11370;"Percentual de avanço do projeto";"MINSA";90,00;Não;11/08/2023;"Percentual de avanço do projeto";"Percentual de avanço do projeto";"31/12";"31/12";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"MCTI/SPEO";;"não se aplica";;;
2024;"2308";"1309";"0411";"2037";11371;"Percentual de avanço do projeto";"MINSA";82,00;Não;11/08/2023;"Percentual de avanço do projeto";"Percentual de avanço do projeto";"31/12";"31/12";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"MCTI//SPEO";;"não se aplica";;;
2024;"2308";"1309";"0411";"2257";11621;"Percentual de avanço do projeto";;0,00;Não;04/08/2023;"Percentual de avanço do projeto";"Número de centros de pesquisas conectados à Rede de e-Ciência ";"31/12 do ano a que se refere o indicador";"1o. Trimestre de cada ano";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"não se aplica";"Relatório de Gestão da RNP/OS ";"não se aplica";;;
2024;"2308";"1309";"0411";"2703";12063;"Percentual de avanço do projeto";"PAP";0,00;Não;10/08/2023;"Percentual de avanço do projeto";"O indicador PAP se refere à porcentagem de execucao da ampliação da rede de monitoramento ambiental por sensores instalados in situ e da infraestrutura de tecnologia da informação e de comunicação de dados. ";"31/12 do ano a que se refere o indicador";"Fevereiro do ano seguinte a que se refere o indicador";"Percentual de avanço do projeto";"Quanto maior melhor";;"A:Total de equipamentos Instalados, B: total de equipamento adquiridos, ";"CEMADEN";"Relatório anual enviado à SEPLAN e divulgados no website do Cemaden em: www.cemaden.gov.br ";"Quantificar o total de equipamentos instalados dividido pelo total de equipamentos adquiridos. ";"Disponibilidade de orçamento durante a execução da entrega, Entraves logísticos relacionados à instalação de equipamentos, especialmente aqueles que serão instalados em campo.";;
2024;"2308";"1309";"0411";"2795";12160;"Valor do laboratório instalado e em operação em suas áreas temáticas";"LMA (GRANIOTER)";4.500.000,00;Não;30/06/2023;"Valor do laboratório instalado e em operação em suas áreas temáticas";"O Laboratório de Materiais Avançados e Minerais Estratégicos (GraNioTer) em implantação no CDTN/CNEN tem como missão contribuir para a pesquisa e o desenvolvimento tecnológico do País, atuando em conjunto com as ICTs nacionais visando o adensamento tecnológico das cadeias produtivas baseadas em materiais avançados e minerais estratégicos com grande demanda global para as próximas décadas, a exemplo do Grafeno, Nióbio e Terras Raras.";"31/12 do ano a que se refere o indicador";"31/12 do ano a que se refere o indicador";"Valor do laboratório instalado e em operação em suas áreas temáticas";"Não se aplica";;"Valor do projeto ";"CDTN/CNEN/MCTI";"Comunicações administrativas ";"Valor anual destinado ao projeto conforme cronograma de desembolso constante no Termo de Referência aprovado, para cálculo do valor médio.";"Disponibilização de acesso aos dados ";"Foi adotado como valor de referência o valor desembolsado para o ano de 2022, conforme cronograma de desembolso constante no Termo de Referência aprovado.  O valor em cada ano corresponde aos seguintes percentuais: 220%, 130% e 130% respectivamente, tomando como referência o valor base.";
2024;"2308";"1309";"0411";"2950";12310;"Percentual de avanço do projeto";;0,00;Não;04/08/2023;"Percentual de avanço do projeto";"Um enlace implementado Amapá/Pará  Ampliação e construção de novos enlaces para o backbone acadêmico em todas as unidades da federação, interiorizando a alta velocidade aos campi (n x 100Gb/s) de organizações usuárias do Sistema RNP";"31/12 do ano a que se refere o indicador";"1º trimestre de cada ano";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"não se aplica";;"não se aplica";;;
2024;"2308";"1309";"0411";"2832";12199;"Percentual de avanço do projeto";;0,00;Não;04/08/2023;"Percentual de avanço do projeto";"Infovia Estadual do Acre   'Extensão total das infovias implantadas no período  Ao final do período (2026) planeja-se ter 18 infovias estaduais, sendo 8 completadas (AC, AL, AP, MA, MT, PB,RN e RO, totalizando 20.000 km) e 10 infovias estaduais em implantação (BA, GO, PA, PE, PI, PR, RR, RS, SC e TO, totalizando mais 20.000 km) em um total de 40.000 km de extensão de fibra óptica interligando polos do interior com as capitais.  Este investimento complementa investimentos já feitos anteriormente pelo MCTI e MCOM de R$70M, ampliando as infovias de PE, RO, RR, e RS. ' ";"31/12 do ano a que se refere o indicador";"1o. Trimestre de cada ano";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"não se aplica";"Relatório de Gestão da RNP/OS ";"não se aplica ";"Dificuldades nas parcerias com os estados ou iniciativa privada";;
2024;"2308";"1309";"0411";"2833";12200;"Percentual de avanço do projeto";;0,00;Não;04/08/2023;"Percentual de avanço do projeto";"Construção de infovia estadual com 1.000 km, no Estado de Alagoas   'Extensão total das infovias implantadas no período  Ao final do período (2026) planeja-se ter 18 infovias estaduais, sendo 8 completadas (AC, AL, AP, MA, MT, PB,RN e RO, totalizando 20.000 km) e 10 infovias estaduais em implantação (BA, GO, PA, PE, PI, PR, RR, RS, SC e TO, totalizando mais 20.000 km) em um total de 40.000 km de extensão de fibra óptica interligando polos do interior com as capitais.  Este investimento complementa investimentos já feitos anteriormente pelo MCTI e MCOM de R$70M, ampliando as infovias de PE, RO, RR, e RS. ' ";"31/12 do ano a que se refere o indicador";"1o. Trimestre de cada ano";"Percentual de avanço do projeto";"Quanto maior melhor";;"não se aplica";"não se aplica";"Relatório de Gestão da RNP/OS ";"não se aplica";"Dificuldades nas parcerias com os estados ou iniciativa privada";;
