"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Enunciado";"Descrição";"Órgão";"Unidade Responsável";"Projeto de Investimento";"Data de Início";"Data de Término";"Valor Total";"Execução Física Acumulada";"Meta da Execução Física";"Concluída";
2025;"2324";"1311";"0209";"2791";"Incentivo, por meio de apoio às ICTs, à realização de projetos de desenvolvimento tecnológico e inovação com empresas";"Considerando que as ICTs possuem papel fundamental no avanço científico, tecnológico e na inovação, o apoio direto a essas instituições beneficia o acesso, pelas empresa, à tecnologia e conhecimento de ponta que podem impulsionar o processo de reindustrialização do país. Ainda, o apoio à ICTs facilita a transferência de tecnologia e conhecimento para as empresas, permitindo que elas incorporem avanços tecnológicos em seus processos, produtos e serviços, além de diminui os custos de pesquisa e desenvolvimento das empresas, uma vez que a as ICTs já possuem estrutura e recursos humanos especializados. Sendo assim, é primordial incentivar as ICTs a realizarem projetos de desenvolvimento tecnológico e inovação com empresas, em especial nas temáticas de nanotecnologia, fotônica, materiais avançados, tecnologias quânticas, energias renováveis e biocombustíveis, transportes, recursos minerais, petróleo e gás, água e saneamento. Tais incentivos tem sido feito principalmente por meio de Encomendas, Chamadas Públicas e do apoio a laboratórios multiusuários, de acesso aberto a usuários públicas e privados, incluindo empresas, tais como, Sistema Nacional de Laboratórios em Nanotecnologias (SisNANO), Sistema Nacional de Laboratórios de Fotônica (Sisfóton-MCTI), Sistema Nacional de Laboratórios de Hidrogênio (SisH2), dentre outros.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SETEC";"Não";;;;;;"Não";
2025;"2324";"1311";"0209";"2802";"Aumento do número de ICTs com Núcleo de Inovação Tecnológica instituído";"O art. 16, da Lei nº 10.973/2004, estabelece que para apoiar a gestão de sua política, a ICT pública deverá dispor de Núcleo de Inovação Tecnológica, próprio ou em associação com outras ICTs para, entre outras competência: zelar pela manutenção da política institucional de estímulo à proteção das criações, licenciamento, inovação e outras formas de transferência de tecnologia, orientar as ações de inovação da ICT, e desenvolver estudos e estratégias para a transferência de inovação gerada pela ICT.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SETEC";"Não";;;;;;"";
2025;"2324";"1311";"0209";"1779";"Incentivo, por meio de apoio à empresas, à realização de projetos de desenvolvimento tecnológico e inovação com ICTs";"O apoio à inovação por meio de subvenção econômica é uma estratégia eficaz para estimular a realização de parcerias entre instituições de pesquisa, como as ICTs, e empresas. Esse tipo de incentivo financeiro desempenha um papel fundamental para impulsionar o desenvolvimento de projetos inovadores, aproximando o conhecimento científico-tecnológico do setor produtivo. Sendo assim, é primordial apoiar a inovação nas empresas para desenvolvimento tecnológico e inovação direcionados à aplicação da nanotecnologia, fotônica, materiais avançados e tecnologias quânticas, e também para os setores de energias renováveis e biocombustíveis, transportes, recursos minerais, petróleo e gás, água e saneamento. Tal apoio vem sendo realizado por meio de Chamadas públicas voltadas para o desenvolvimento de base tecnológica, ao empreendedorismo e à inovação, incluindo subvenção econômica, buscando sempre estimular a realização de parceiras com ICTs.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SETEC e FINEP";"Não";;;;;;"Não";
2025;"2308";"1309";"0428";"1337";"Fomento à Expansão da Infraestrutura de Laboratórios";"Diversificação dos setores atendidos e alavancagem do setor produtivo nacional. Novos laboratórios apoiados para o atendimento de lacunas ou gargalos no Sistema Brasileiro de Avaliação da Conformidade - SBAC.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SETEC";"Não";;;;;;"Não";
2025;"2308";"1309";"0428";"1341";"Fomento à modernização da infraestrutura laboratorial no país para continuidade e melhoria da oferta de serviços existentes no país";"Fomento à infraestrutura laboratorial no país para continuidade e melhoria da oferta de serviços existentes no país, especialmente em áreas estratégicas como certificação de produtos e controle de qualidade.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SETEC";"Não";;;;;;"";
2025;"2308";"1309";"0428";"1342";"Fomento a capacitação de provedores de ensaios de proficiência";"Provedores de Ensaios de Proficiência acreditados pela Cgcre/Inmetro. A qualidade dos laboratórios de ensaios e calibração que prestam serviços de avaliação da conformidade, necessários para a certificação de produtos, pode ser comprovada por meio de ensaios de proficiência. Trata-se de uma ferramenta para avaliar o do desempenho dos laboratórios, por meio de comparações interlaboratoriais. A participação do laboratório em Ensaios de Proficiência é um mecanismo indispensável para avaliar a sua competência técnica e aumentar a credibilidade dos resultados de suas medições. Em um contexto geral, o ensaio de proficiência propicia aos laboratórios participantes: avaliação do desempenho e monitoração contínua, evidência de obtenção de resultados confiáveis, identificação de problemas relacionados com a sistemática de ensaios, possibilidade de tomada de ações corretivas e/ou preventivas, avaliação da eficiência de controles internos, determinação das características de desempenho, validação de métodos, tecnologias e reconhecimento de resultados de ensaios, em nível nacional e internacional. Entretanto, a falta de provedores de ensaios de proficiência dificulta a qualificação dos laboratórios e a comprovação da sua competência técnica. Nesse contexto, a capacitação de provedores de ensaios de proficiência é fundamental para a promoção da cultura da qualidade no SNCTI.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SETEC";"Não";;;;;;"";
2025;"2321";"1270";"0055";"0066";"Reabilitação da infraestrutura de uso comum de 39 PPIs da Codevasf";"Reabilitação da infraestrutura de uso comum dos projetos públicos de irrigação, tais como: canais, estações de bombeamento, drenos, estradas viscinais , estruturas/sistemas elétricos, motobombas, equipamentos hidraúlicos entre outras intervenções necessárias para um melhor eficiência dos projetos de irrigação. Os PPI´s a serem realibitados são: Projeto Público de Irrigação Boacica-AL Projeto Público de Irrigação Itiúba-AL Projeto Público de Irrigação Propriá-SE Projeto Público de Irrigação Cotinguiba-Pindoba-SE Projeto Público de Irrigação Betume-SE Projeto Público de Irrigação Jacaré-Curituba-SE 04 Projetos Públicos de Irrigação Sistema Itaparica-BA 06 Projetos Públicos de Irrigação Sistema Itaparica-PE 04 Projetos Públicos de Irrigação sob gestão da Codevasf (1ªSR/MG) 10 Projetos Públicos de Irrigação sob gestão da Codevasf (2ªSR/BA/Bom Jesus da Lapa) 03 Projetos Públicos de Irrigação sob gestão da Codevasf (3ªSR/PE) 05 Projetos Públicos de Irrigação sob gestão da Codevasf (6ªSR/BA/Juazeiro) 01 Projetos Públicos de Irrigação sob gestão da Codevasf (7ªSR/PI)";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - Codevasf";"Sim";01/05/2023;31/12/2027;700.000.000,00;2,56;100,00;"";
2025;"2321";"1270";"0055";"1732";"Fomento à agricultura irrigada em pequenas propriedades";"Entrega consiste no apoio aos programas estaduais de oferta de água e agricultura irrigada para pequenas propriedades com o estabelecimento de diretrizes para nortear os programas estaduais e assim serem contemplados com os recursos orçamentários da União. Público beneficiado com a iniciativa serão os pequenos agricultores do Brasil.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Secretaria Nacional de Segurança Hídrica - SNSH";"Sim";01/01/2024;31/12/2027;50.000.000,00;0,00;100,00;"";
2025;"2321";"1270";"0055";"2303";"Implantação do Projeto Público de Irrigação Tabuleiros Litorâneos de Parnaíba - 2ª Etapa - com 5.985 ha";"Implantação de 5.985ha com a utilização de modernas tecnologias de irrigação do tipo microaspersão e gotejamento, compreendendo as seguintes obras: rede de adução e de distribuição de água, suprimento elétrico e drenagem, aquisição montagem de equipamentos parcelares para pequenos irrigantes, aquisição e montagem de equipamentos parcelares para pequenos irrigantes, aquisição e montagem eletromecânica da estação de bombeamento principal e da modernização das estações existentes. Inclui ainda administração fundiária, reassentamento da população afetada, organização de produtores, apoio em administração, operação, manutenção, assistência técnica e capacitação de técnicos e agricultores na fase de operação inicial. Este projeto visa incrementar o processo produtivo da região com mais 5.985ha de irrigação, com a utilização de metodologias modernas de irrigação localizada.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Diretoria de Infraestrutura Hídrica, Departamento Nacional de Obras Contra as Secas ";"Sim";01/01/2023;31/12/2025;106.000.000,00;81,00;91,00;"";
2025;"2321";"1270";"0055";"1856";"Implantação de Infraestruturas de Sistema de Irrigação em Vilas Produtivas Rurais ao longo do PISF - PBA 16";"A entrega visa melhorar as condições socioeconômicas das populações afetadas pelo empreendimento que serão reassentadas em Vilas Produtivas Rurais e aquelas assentadas nos Projetos de Assentamento sob responsabilidade do Instituto Nacional de Colonização e Reforma Agrária ? INCRA, tendo como base a implementação de sistemas de irrigação de pequeno porte, como forma de viabilizar a diversificação e a elevação da produção, bem como a reinserção socioeconômica e social destas famílias. Ao longo dos canais do Projeto de Integração do Rio São Francisco com Bacias Hidrográficas do Nordeste Setentrional, encontram-se populações afetadas pelo empreendimento que sofreram deslocamento compulsório para as Vilas Produtivas Rurais por residirem na faixa de obras necessária ao Projeto e populações assentadas que tiveram suas propriedades afetadas pela construção das obras. Desta forma, tais populações serão compensadas com a reorganização social e produtiva através da implementação de sistemas de irrigação. As populações beneficiadas pelo Programa possuem, em sua maioria, condições de vida bastante precárias, caracterizada pela instabilidade socioeconômica, praticando uma agricultura rudimentar de subsistência, baseada na produção de sequeiro de feijão, milho,algodão, palma forrageira e/ou alguma criação, predominantemente de caprinos e ovinos.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Secretaria Nacional de Segurança Hídrica (DPE/SNSH/MIDR)";"Sim";06/09/2021;07/09/2024;85.900.319,41;0,00;100,00;"";
2025;"2321";"1270";"0055";"2016";"Implantação dos Projetos públicos de irrigação Salitre no estado da Bahia";"O Projeto de Irrigação Salitre está localizado à margem direita do Rio São Francisco, no município de Juazeiro, no Estado da Bahia. A área de ocupação do projeto está estimada em 31.305 hectares, incluindo terras agricultáveis e áreas de preservação ambiental. Sua estrutura hidráulica foi projetada para bombear, conduzir e distribuir um volume de 42 m3/s, a partir de 6 conjuntos de eletrobombas localizados na Estação de Bombeamento 100 (EB-100).";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba-Codevasf";"Sim";31/12/2023;31/12/2036;1.502.014.444,36;10,00;40,00;"";
2025;"2321";"1270";"0055";"3447";"Implantação do Projeto Público de Irrigação Pontal - Área Norte.";"Implantação de 7.811,90 ha irrigáveis, compreendendo Elaboração de Estudos, Projetos, Programas. Elaboração de Estudos e Projetos de: Estudos e Relatórios de Impacto Ambiental. Projetos: Anteprojetos de Engenharia, Projetos Básicos, Projetos Executivos. Levantamentos e Cadastramentos fundiários, destinados à aquisição de terras. Elaboração e implementação de planos e programas ambientais, cumprimento de compensação e condicionantes ambientais e pagamento de taxas, impostos, aquisição de terras e implantação da infraestrutura básica de uso comum. Implantação de Obras Civis bem como o fornecimento e montagem de equipamentos para captação, adução e distribuição de água para irrigação, piscicultura e bovinocultura. A implementação da rede viária e da rede de drenagem, suprimento de energia (eletrificação), automação. Supervisão e Gerenciamento de Obras e demais obras complementares necessárias";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - Codevasf";"Sim";31/12/1992;31/12/2027;338.000.000,00;0,00;100,00;"Não";
