"Exercício";"Programa";"Ação Não-Orçamentária";"Título";"Descrição";"Tipo";"Responsável pela informação";"Tributo";"Valor Total";"Valor Previsto para o 1o. Ano do PPA";"Valor Previsto para o 2o. Ano do PPA";"Valor Previsto para o 3o. Ano do PPA";"Valor Previsto para o 4o. Ano do PPA";"Valor Previsto para 2028";"Produto";"Especificação do Produto";"Unidade de Medida";"Meta Física";"Função";"Subfunção";"Início da  Vigência";"Término da vigência";"Vigência indeterminada";"Fonte dos Dados";"Base Legal";"Tipo de beneficiário";"Descrição do beneficiário";"Total de beneficiários previstos 1° Ano de PPA";"Total de beneficiários previstos 2° Ano de PPA";"Total de beneficiários previstos 3° Ano de PPA";"Total de beneficiários previstos 4° Ano de PPA";
2025;"0033";"016E";;"CONSTRUÇÃO DO EDIFÍCIO-SEDE DA JUSTIÇA FEDERAL EM BALSAS - MA COM ÁREA APROXIMADA DE 1.504M², COM INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, INFRAESTRUTURA DE INFORMÁTICA, SISTEMA DE AR-CONDICIONADO E DEMAIS CARACTERÍSTICAS APROPRIADAS AO FUNCIONAMENTO DO SERVIÇO PÚBLICO NA PRESTAÇÃO JURISDICIONAL DA JUSTIÇA FEDERAL, COM A FINALIDADE DE ATENDER E RECEBER O PÚBLICO-ALVO EM INSTALAÇÕES CONDIZENTES QUE PROPICIEM O BEM ESTAR, A SATISFAÇÃO COLETIVA E A MELHORIA DA PRESTAÇÃO DOS SERVIÇOS JURISDICIONAIS DA JUSTIÇA FEDERAL.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";8.154.552,00;0,00;;267.989,95;2.027.695,00;;"Edifício construído";"Edifício-Sede construído com 1.504 m²";"% de execução física";1,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016F";;"CONSTRUÇÃO DE EDIFÍCIO-SEDE DA JUSTIÇA FEDERAL EM NITERÓI ? RJ, COM ÁREA DE 4.564 M², OITO PAVIMENTOS, COMPREENDENDO INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, INFRAESTRUTURA DE INFORMÁTICA, SISTEMA DE AR-CONDICIONADO E DEMAIS CARACTERÍSTICAS APROPRIADAS PARA ATENDER ÀS CONDIÇÕES DE ACESSIBILIDADE, SUSTENTABILIDADE E SEGURANÇA NECESSÁRIAS À PRESTAÇÃO DOS SERVIÇOS JURISDICIONAIS.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";27.841.500,00;0,00;941.500,00;3.924.429,00;6.035.856,00;;"Edifício construído";"Edifício-Sede construído com 4.564 m².";"% de execução física";22,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016G";;"O PRÉDIO A SER CONSTRUÍDO POSSUIRÁ ÁREA SUFICIENTE PARA ATENDER AS NECESSIDADES DE FUNCIONAMENTO DAS ATUAIS VARAS INSTALADAS NA CIDADE DE JUAZEIRO DO NORTE. NA FUTURA EDIFICAÇÃO, DEVERÃO FUNCIONAR AS TRÊS VARAS FEDERAIS EXISTENTES NA SUBSEÇÃO JUDICIÁRIA DE JUAZEIRO DO NORTE, ÁREAS DE ATIVIDADE MEIO, DE ATENDIMENTO AO PÚBLICO, OAB, MINISTÉRIO PÚBLICO, ESTACIONAMENTO PARA VIATURAS OFICIAIS, ÁREAS PARA SEGURANÇA, ENTRE OUTRAS. A EDIFICAÇÃO FOI PROJETADA PARA RECEBER UMA QUARTA UNIDADE JUDICIÁRIA.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";23.943.077,00;0,00;7.331.237,00;7.331.237,00;8.831.237,00;;"Edifício construído";"Edifício-sede construído com 4.667 m2.";"% de execução física";37,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016H";;"CONSTRUÇÃO DE SEDE DEFINITIVA PARA A JUSTIÇA FEDERAL EM GOIANA - PE , COM ÁREA APROXIMADA DE 1.200 M², PARA ABRIGAR 01 (UMA) VARA FEDERAL DE COMPETÊNCIA MISTA, COM A FINALIDADE DE ATENDER AO CIDADÃO QUE BUSCA O PRONUNCIAMENTO JUDICANTE DO ÓRGÃO.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";7.979.863,00;0,00;;205.622,00;3.887.120,00;;"Edifício construído";"Edifício-Sede construído com 1.200 m².";"% de execução física";49,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016I";;"CONSTRUÇÃO DE SEDE DEFINITIVA PARA A JUSTIÇA FEDERAL EM OURICURI - PE , COM ÁREA APROXIMADA DE 1.200 M², PARA ABRIGAR 01 (UMA) VARA FEDERAL DE COMPETÊNCIA MISTA, COM A FINALIDADE DE ATENDER AO CIDADÃO QUE BUSCA O PRONUNCIAMENTO JUDICANTE DO ÓRGÃO.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";7.979.863,00;0,00;;205.622,00;3.887.120,00;;"Edifício construído";"Edifício-Sede construído com 1.200 m².";"% de execução física";49,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016J";;"CONSTRUÇÃO DE SEDE DEFINITIVA PARA A JUSTIÇA FEDERAL EM LAGARTO-SE, PARA ABRIGAR A 8ª VARA FEDERAL, COM A FINALIDADE DE ATENDER AO CIDADÃO QUE BUSCA O PRONUNCIAMENTO JUDICANTE DO ÓRGÃO.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";6.951.163,00;0,00;3.491.080,00;3.460.083,00;;;"Edifício construído";"Edifício-Sede construído com 1.756 m².";"% de execução física";;"";"";;;"";;;"";;;;;;
2025;"0033";"016K";;"AMPLIAÇÃO DA EDIFICAÇÃO A SER CEDIDA PELO MINISTÉRIO PÚBLICO FEDERAL PARA FUNCIONAR COMO FUTURA SEDE DA SUBSEÇÃO JUDICIÁRIA DE POUSO ALEGRE - MG COM NECESSIDADE DE CONTRATAÇÃO DE PROJETOS, EXECUÇÃO DE OBRAS E CONTRATAÇÃO DE FISCALIZAÇÃO.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";6.725.000,00;0,00;262.000,00;3.231.500,00;3.231.500,00;;"Edifício ampliado";"Edifício-Sede construído com 1.500 m².";"% de execução física";48,00;"";"";;;"";;;"";;;;;;
2025;"3106";"0130";;"REIDI - Transporte - Suspensão do PIS/PASEP e da COFINS na importação ou venda no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, materiais de construção, serviços e aluguel para utilização ou incorporação em obras de infra-estrutura destinadas ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";3.409.993.293,61;781.403.358,84;828.310.388,72;873.590.139,09;926.689.406,97;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"0134";;"Seguro Rural - Agricultura - Isenção irrestrita, de quaisquer impostos ou tributos federais, às operações de seguro rural.";"Subsídio Tributário";"31000";"Outros";3.103.937.595,27;711.270.390,80;753.967.393,69;795.183.169,62;843.516.641,17;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"0148";;"Subsídio aos Financiamentos do FUNCAFÉ - A Ação Não Orçamentária está zerada por limitações do SIOP, dado que os valores informados são negativos. O valores informados no cadastro equivalem a: Valor total: -911.455.784,27 2024: -28.728.462,30 2025:-208.372.697,88 2026:-306.243.975,42 2027: -368.110.648,67";"Subsídio Creditício";"35000";"Outros";0,04;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"0157";;"Agricultura de Baixa Emissão de Carbono, Agricultura Empresarial e Pronamp";"Crédito de Instituição Financeira";"34300";"Livre - Outros";355.000.000.000,00;79.000.000.000,00;85.000.000.000,00;92.000.000.000,00;99.000.000.000,00;;"Financiamento";"Linhas do Programa ABC, Pronamp e Agricultura Empresarial. Crédito para produtores rurais e suas cooperativas para incentivar a introdução de métodos racionais no sistema de produção, objetivando o aumento de produtividade, a melhoria do padrão de vida das populações rurais e a adequada defesa do solo e proteção do meio ambiente.";;;"";"";;;"";;;"";;;;;;
2025;"2314";"010M";;"Aposentadoria por Moléstia Grave ou Acidente - Trabalho - Isenção do Imposto de Renda da Pessoa Física incidente sobre rendimentos de aposentadoria ou reforma motivada por acidente em serviço ou moléstia profissional, aposentadoria, reforma ou pensão, recebidos por portadores de fibrose cística (mucoviscidose), tuberculose ativa, alienação mental, esclerose múltipla, neoplasia maligna, cegueira, hanseníase, paralisia irreversível e incapacitante, hepatopatia grave, cardiopatia grave, doença de Parkinson, espondiloartrose anquilosante, nefropatia grave, estados avançados da doença de Paget (osteíte deformante), contaminação por radiação e síndrome de imunodeficiência adquirida (Aids).";"Subsídio Tributário";"31000";"Outros";100.169.009.523,03;23.605.747.703,92;24.565.470.102,44;25.504.793.678,43;26.492.998.038,24;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"010W";;"Despesas com Pesquisas Científicas e Tecnológicas - Ciência e Tecnologia - Dedução do IRPJ, como despesa operacional, das despesas: com pesquisas científicas ou tecnológicas, inclusive com experimentação para criação ou aperfeiçoamento de produtos, processos fórmulas e técnicas de produção, administração ou venda, com pesquisa de recursos naturais, inclusive prospecção de minerais, desde que realizadas na área de atuação da SUDAM, em projetos por ela aprovados, com pesquisa de recursos pesqueiros, desde que realizada de acordo com projeto previamente aprovado pelo IBAMA.";"Subsídio Tributário";"31000";"Outros";13.901.096.938,63;3.185.450.205,93;3.376.670.279,79;3.561.256.625,02;3.777.719.827,89;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"011B";;"Entidades sem Fins Lucrativos - Científica - Ciência e Tecnologia - Isenção do Imposto de Renda, da CSLL, da COFINS para as instituições de caráter filantrópico, recreativo, cultural e científico e as associações civis que prestem os serviços para os quais houverem sido instituídas e os coloquem à disposição do grupo de pessoas a que se destinam, sem fins lucrativos, que atendam às exigências estabelecidas em lei.";"Subsídio Tributário";"31000";"Outros";412.034.661,85;94.418.153,06;100.086.000,63;105.557.221,54;111.973.286,62;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"011Y";;"Inovação Tecnológica - Ciência e Tecnologia - A pessoa jurídica poderá excluir do lucro líquido, na determinação do lucro real e da base de cálculo do IRPJ e da CSLL, o valor correspondente a até 60% da soma dos dispêndios realizados no período de apuração com pesquisa tecnológica e desenvolvimento de inovação tecnológica. Poderá chegar a até 80% dos dispêndios em função do número de empregados pesquisadores contratados pela pessoa jurídica. A pessoa jurídica poderá excluir do lucro líquido, na determinação do lucro real e da base de cálculo da CSLL o valor correspondente a até 20% da soma dos dispêndios ou pagamentos vinculados à pesquisa tecnológica e desenvolvimento de inovação tecnológica objeto de patente concedida ou cultivar registrado. A pessoa jurídica poderá excluir do lucro líquido, para efeito de apuração do lucro real e da base de cálculo da CSLL, os dispêndios efetivados em projeto de pesquisa científica e tecnológica e de inovação tecnológica a ser executado por Instituição Científica e Tecnológica ? ICT e por entidades científicas e tecnológicas privadas, sem fins lucrativos. A exclusão corresponderá, à opção da pessoa jurídica, a no mínimo a metade e no máximo duas vezes e meia o valor dos dispêndios efetuados. Exclusão do lucro real e da base de cálculo da CSLL de até 160% dos dispêndios realizados com pesquisa tecnológica e desenvolvimento de inovação tecnológica para as pessoas jurídicas que utilizarem os benefícios das Leis de capacitação e competitividade do setor de informática e automação (Leis nº 8.248/1991, 8.387/1991, e 10.176/2001). Redução a zero da alíquota do imposto de renda retido na fonte nas remessas efetuadas para o exterior destinadas ao registro e manutenção de marcas, patentes e cultivares. Redução de 50% do IPI sobre equipamentos, máquinas, aparelhos e instrumentos, bem como os acessórios sobressalentes e ferramentas que acompanhem esses bens, destinados à pesquisa e ao desenvolvimento tecnológico.";"Subsídio Tributário";"31000";"Outros";29.850.998.029,28;6.840.506.839,69;7.251.030.755,18;7.647.357.049,61;8.112.103.384,80;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"0129";;"Máquinas e Equipamentos - CNPq - Ciência e Tecnologia - Isenção do imposto nas importações de máquinas, equipamentos, aparelhos e instrumentos, bem como suas partes e peças de reposição, destinados à pesquisa científica e tecnológica. Isenção do imposto para importações autorizadas pelo CNPq. Isenção do PIS/Cofins nas importações de máquinas, equipamentos, aparelhos e instrumentos, bem como suas partes e peças de reposição, destinados à pesquisa científica e tecnológica.";"Subsídio Tributário";"31000";"Outros";1.938.165.252,43;420.794.250,17;460.340.513,68;502.795.359,03;554.235.129,55;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"012K";;"Pesquisas Científicas - Ciência e Tecnologia - Isenção do AFRMM para bens destinados à pesquisa científica e tecnológica, conforme disposto em lei.";"Subsídio Tributário";"31000";"Outros";5.077.340,07;1.163.477,53;1.233.320,18;1.300.739,87;1.379.802,50;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"015Z";;"Microcrédito Produtivo Orientado";"Crédito de Instituição Financeira";"34300";"Outros";6.010.000.000,00;1.450.000.000,00;1.500.000.000,00;1.520.000.000,00;1.540.000.000,00;;"Financiamento";"Microcrédito Produtivo Orientado. Crédito sob o amparo do Programa Nacional de Microcrédito Produtivo Orientado (PNMPO), com objetivo de apoiar e financiar atividades produtivas de empreendedores, principalmente por meio da disponibilização de recursos para o microcrédito produtivo orientado.";"R$ 1";0,00;"";"";;;"";;;"";;;;;;
2025;"2801";"0161";;"Capital de Giro Pronampe";"Crédito de Instituição Financeira";"34300";"Outros";32.000.000.000,00;8.000.000.000,00;8.000.000.000,00;8.000.000.000,00;8.000.000.000,00;;"Financiamento";"Linha de capital de giro vinculada ao Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe), estabelecido pela Lei nº 13.999, de 19 de maio de 2020 e tornado permanente pela Lei Nº 14.161, de 2 de junho de 2021.";"R$ 1";;"";"";;;"";;;"";;;;;;
2025;"2801";"014U";;"Subsídio ao Programa de Financiamento às Exportações - PROEX -";"Subsídio Creditício";"35000";"Outros";3.075.016.168,85;741.938.546,40;714.248.040,23;763.928.819,45;854.900.762,77;;;;;;"";"";;;"";;;"";;;;;;
2025;"3104";"0112";;"Aeronaves - Transporte - Suspensão da incidência de IPI na aquisição, realizada por estaleiros navais brasileiros, de materiais e equipamentos, incluindo partes, peças e componentes, destinados ao emprego na construção, conservação, modernização, conversão ou reparo de embarcações pré-registradas ou registradas no REB. A suspensão converte-se em alíquota 0 (zero) após a incorporação ou utilização dos bens adquiridos. Isenção do imposto incidente sobre a importação de partes, peças e componentes destinados ao reparo, revisão e manutenção de embarcações e aeronaves. Isenção do Imposto sobre Importação - II e do IPI incidente sobre a importação de partes, peças e componentes destinados ao emprego na construção, conservação, modernização, conversão ou reparo de embarcações registradas no REB, desde que realizadas em estaleiros navais brasileiros. Isenção do PIS/Cofins sobre a receita auferida pelos estaleiros navais brasileiros nas atividades de construção, conservação, modernização, conversão ou reparo de embarcações pré-registradas ou registradas no Registro Especial Brasileiro - REB. Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre a receita bruta decorrente da venda no mercado interno ou a importação de materiais e equipamentos, partes, peças e componentes, destinados ao emprego na construção, conservação, modernização e conversão de embarcações registradas ou pré-registradas no REB. Redução a zero das alíquotas do PIS/PASEP e da COFINS incidentes sobre a venda ou importação de aeronaves classificadas na posição 88.02 da Tipi, suas partes, peças, ferramentais, componentes, insumos, fluidos hidráulicos, tintas, anticorrosivos, lubrificantes, equipamentos, serviços e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização das aeronaves, seus motores, partes, componentes, ferramentais e equipamentos. Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre a receita bruta decorrente da venda no mercado interno ou a importação de materiais e equipamentos, partes, peças e componentes, destinados ao emprego na construção, conservação, modernização e conversão de embarcações registradas ou pré-registradas no REB. Redução a zero das alíquotas do PIS/PASEP e da COFINS incidentes sobre a venda ou importação de aeronaves classificadas na posição 88.02 da Tipi, suas partes, peças, ferramentais, componentes, insumos, fluidos hidráulicos, tintas, anticorrosivos, lubrificantes, equipamentos, serviços e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização das aeronaves, seus motores, partes, componentes, ferramentais e equipamentos.";"Subsídio Tributário";"31000";"Outros";13.838.411.277,61;3.115.491.070,33;3.336.548.769,19;3.560.116.273,41;3.826.255.164,68;;;;;;"";"";;;"";;;"";;;;;;
2025;"2320";"010P";;"Associações de Poupança e Empréstimo - Habitação - Redução da base de cálculo do imposto sobre a renda retido na fonte - IRRF. As associações pagarão o imposto devido, correspondente aos rendimentos e ganhos líquidos auferidos em aplicações financeiras, à alíquota de 15%, calculado sobre 28% do valor dos referidos rendimentos e ganhos líquidos. Isenção do imposto sobre a renda pessoa jurídica - IRPJ às associações, devidamente autorizadas pelo órgão competente, constituídas sob a forma de sociedade civil, tendo por objetivo propiciar ou facilitar a aquisição de casa própria aos associados, captar, incentivar e disseminar a poupança, que atendam às normas estabelecidas pelo Conselho Monetário Nacional.";"Subsídio Tributário";"31000";"Outros";171.230.450,74;41.751.356,20;41.453.822,67;42.775.119,41;45.250.152,47;;;;;;"";"";;;"";;;"";;;;;;
2025;"5125";"010Q";;"Atividade Audiovisual - Cultura - Dedução do imposto de renda devido, de 100% da quantia aplicada em investimentos na produção de obras audiovisuais cinematográficas brasileiras de produção independente, mediante a aquisição de quotas representativas de direitos de comercialização sobre as referidas obras, desde que esses investimentos sejam realizados no mercado de capitais, em ativos previstos em lei e autorizados pela Comissão de Valores Mobiliários, e os projetos de produção tenham sido previamente aprovados pelo Ministério da Cultura. Dedução do imposto de renda devido das quantias referentes ao patrocínio à produção de obras cinematográficas brasileiras de produção independente, cujos projetos tenham sido previamente aprovados pela Ancine, do imposto de renda devido apurado na declaração de ajuste anual pelas pessoas físicas. Dedução limitada: a 6% (seis por cento) do imposto devido pelas pessoas físicas, conjuntamente com as deduções de que trata o art. 22 da Lei nº 9.532/97. Dedução do imposto de renda devido das quantias aplicadas na aquisição de cotas dos Funcines. Redução de 70% do imposto de renda retido na fonte sobre as importâncias pagas, creditadas, empregadas, remetidas ou entregues aos produtores, distribuidores ou intermediários no exterior, como rendimentos decorrentes da exploração de obras audiovisuais estrangeiras em todo território nacional, ou por sua aquisição ou importação a preço fixo, desde que invistam no desenvolvimento de projetos de produção de obras cinematográficas brasileiras de longa-metragem de produção independente, e na coprodução de telefilmes e minisséries brasileiros de produção independente e de obras cinematográficas brasileiras de produção independente. Redução de 70% do imposto de renda retido na fonte sobre o crédito, emprego, remessa, entrega ou pagamento pela aquisição ou remuneração, a qualquer título, de direitos, relativos à transmissão, por meio de radiodifusão de sons e imagens e serviço de comunicação eletrônica de massa por assinatura, de quaisquer obras audiovisuais ou eventos, mesmo os de competições desportivas das quais faça parte representação brasileira, desde que invistam no desenvolvimento de projetos de produção de obras cinematográficas brasileira de longa-metragem de produção independente e na coprodução de obras cinematográficas e videofonográficas brasileiras de produção independente de curta, média e longas-metragens, documentários, telefilmes e minisséries. As pessoas jurídicas sujeitas ao lucro real poderão, também, abater o total dos investimentos efetuados na forma do art. 1º da Lei nº 8.685/93, como despesas operacionais. O abatimento será efetuado mediante ajuste ao lucro líquido para determinação do lucro real. As pessoas jurídicas sujeitas ao lucro real poderão deduzir do imposto devido as quantias referentes: a investimentos em projetos de produção independente de obras audiovisuais cinematográficas brasileiras, a investimentos em projetos específicos da área audiovisual, cinematográfica de exibição, distribuição e infra-estrutura técnica apresentados por empresa brasileira, a investimentos em projetos de produção de obras cinematográficas e videofonográficas brasileiras de longa, média e curta metragens de produção independente, de co-produção de obras cinematográficas e videofonográficas brasileiras de produção independente, de telefilmes, minisséries, documentais, ficcionais, animações e de programas de televisãode caráter educativo e cultural, brasileiros de produção independente, a aquisição de quotas dos Fundos de Financiamento da Indústria Cinematográfica Nacional (Funcines), ao patrocínio à produção de obras cinematográficas brasileiras de produção independente, a patrocínios aos projetos específicos da áre a audiovisual, cinematográfica de difusão, preservação, exibição, distribuição e infra-estrutura técnica apresentados por empresa brasileira, os patrocínios à projetos de produção de obras cinematográficas e videofonográficas brasileiras de longa, média e curta metragens de produção independente, de co-produção de obras cinematográficas e videofonográficas brasileiras de produção independente, de telefilmes, minisséries, documentais, ficcionais, animações e de programas de televisãode caráter educativo e cultural, brasileiros de produção independente. Limite individual de 4% do IR devido. Limite conjunto Cultura e Audiovisual de 4% do IR devido. O adicional não é dedutível.";"Subsídio Tributário";"31000";"Outros";817.949.391,60;256.278.762,87;180.239.550,78;187.237.339,06;194.193.738,89;;;;;;"";"";;;"";;;"";;;;;;
2025;"5125";"011I";;"Evento Esportivo, Cultural e Científico - Cultura - Isenção do II incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento. Isenção do IPI-Vinculado incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento. Isenção do PIS/Cofins incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento. Isenção da CIDE-Combustíveis incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento.";"Subsídio Tributário";"31000";"Outros";3.685.148,49;756.219,52;855.627,68;967.770,70;1.105.530,60;;;;;;"";"";;;"";;;"";;;;;;
2025;"5126";"011F";;"Entidades sem Fins Lucrativos - Recreativa - Desporto e Lazer - Isenção do Imposto de Renda, da CSLL, da COFINS para as instituições de caráter filantrópico, recreativo, cultural e científico e as associações civis que prestem os serviços para os quais houverem sido instituídas e os coloquem à disposição do grupo de pessoas a que se destinam, sem fins lucrativos, que atendam às exigências estabelecidas em lei.";"Subsídio Tributário";"31000";"Outros";2.141.560.140,93;490.740.638,82;520.199.413,91;548.636.217,23;581.983.870,96;;;;;;"";"";;;"";;;"";;;;;;
2025;"5126";"011J";;"Evento Esportivo, Cultural e Científico - Desporto e Lazer - Isenção do II incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento. Isenção do IPI-Vinculado incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento. Isenção do PIS/Cofins incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento. Isenção da CIDE-Combustíveis incidente na importação de troféus, medalhas, placas, estatuetas, distintivos, flâmulas, bandeiras e outros objetos comemorativos recebidos em evento cultural, científico ou esportivo oficial realizado no exterior ou para serem distribuídos gratuitamente como premiação em evento esportivo realizado no País, bens dos tipos e em quantidades normalmente consumidos em evento esportivo oficial, material promocional, impressos, folhetos e outros bens com finalidade semelhante, a serem distribuídos gratuitamente ou utilizados em evento esportivo oficial, bens importados por desportistas, desde que tenham sido utilizados por estes em evento esportivo oficial e recebidos em doação de entidade de prática desportiva estrangeira ou da promotora ou patrocinadora do evento.";"Subsídio Tributário";"31000";"Outros";3.685.148,49;756.219,52;855.627,68;967.770,70;1.105.530,60;;;;;;"";"";;;"";;;"";;;;;;
2025;"5131";"010Y";;"Doações a Entidades Civis Sem Fins Lucrativos - Assistência Social - Dedução, como despesa operacional, das doações efetuadas a: Entidades civis, legalmente constituídas no Brasil, sem fins lucrativos, que prestem serviços gratuitos em benefício de empregados da pessoa jurídica doadora, e respectivos dependentes, ou em benefício da comunidade na qual atuem, até o limite de 2%(dois por cento) do lucro operacional, Organizações da Sociedade Civil de Interesse Público (OSCIP), qualificadas segundo as normas estabelecidas na Lei nº 9.790, de 23 de março de 1999. Para fins de Dedução na apuração do lucro real, as referidas doações estão limitadas a 2% (dois por cento) do lucro operacional da pessoa jurídica, antes de computada a sua Dedução. A dedutibilidade fica condicionada a que a entidade beneficiária tenha sua condição de utilidade pública ou de OSCIP reconhecida pelo órgão competente da União.";"Subsídio Tributário";"31000";"Outros";2.043.406.428,55;468.248.617,89;496.357.214,64;523.490.679,44;555.309.916,60;;;;;;"";"";;;"";;;"";;;;;;
