"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Enunciado";"Descrição";"Órgão";
2024;"4104";"1254";"0291";"Promover a integridade e a transparência na administração pública";"A CGU tem como duas das suas funções primordiais a promoção da integridade e a promoção da transparência na administração pública. A CGU é é órgão central do Sistema de Integridade, Transparência e Acesso à Informação do Poder Executivo federal e órgão de monitoramento da Lei de Acesso à Informação. Para cumprir com o seu papel, a CGU formula, coordena, fomenta e apoia a implementação de planos, programas e projetos voltados à promoção desses temas e articula nacional e internacionalmente nessas matérias. A CGU coordena a gestão da Política de Dados Abertos do Poder Executivo federal e a Política de Transparência e Acesso à Informação do Poder Executivo federal. A CGU também é encarregada de monitorar e avaliar os programas de integridade pública dos órgãos e das entidades da administração pública federal direta, autárquica e fundacional.";"37000 - Controladoria-Geral da União";
2024;"1144";"1255";"0007";"Ampliar o acesso do produtor rural aos instrumentos de mitigação de riscos climáticos.";"A atividade rural está sujeita a um conjunto de fatores de risco que foge ao domínio dos produtores, sendo os mais relevantes os decorrentes de fenômenos climáticos adversos e da incidência de pragas e doenças, com reflexos negativos na produtividade das culturas. Este Objetivo visa mitigar esses fatores de risco, por meio de instrumentos como a subvenção econômica ao prêmio do seguro rural e as orientações do zoneamento agrícola de risco climático, proporcionando assim, uma estabilização da renda dos produtores rurais ao longo dos anos.";"22000 - Ministério da Agricultura e Pecuária";
2024;"1144";"1255";"0033";"Ampliar o acesso do produtor ao Crédito Rural";"Ampliar o acesso do produtor ao Crédito Rural, incentivando, assim, a sustentabilidade econômica (face às instabilidades dos preços internacionais de commodities) e social (incentivando a ocupação das áreas rurais) da atividade.";"22000 - Ministério da Agricultura e Pecuária";
2024;"1144";"1255";"0185";"Promover o uso sustentável das florestas e as cadeias produtivas florestais em áreas de produção agrícola (em propriedades privadas).";"Ante a preocupação em reverter o acelerado processo de degradação dos recursos naturais, com foco na valorização e uso econômico da vegetação nativa, buscando formas cada vez mais assertivas para o adequado manejo desses recursos, o objetivo é operar em atividades e ações que propiciem a conservação, recomposição e valorização da biodiversidade florestal. Somado a isso, estimular o plantio de florestas, com vistas ao reflorestamento comercial e ao reflorestamento ambiental em unidades de produção agropecuária, bem como à recomposição de Áreas de Preservação Permanente e Reserva Legal.";"22000 - Ministério da Agricultura e Pecuária";
2024;"1144";"1255";"0187";"Ampliar e diversificar a produção agropecuária e a apicultura, fruticultura e pecuária familiar, agregando valor aos seus produtos e serviços";"Fomentar ações de ampliação e diversificação da produção agropecuária nacional com enfoque na agregação de valor aos produtos agropecuários visando expansão de mercado consumidor, melhoria da qualidade, segurança do produto, reputação, aumento do valor intrínseco, criação de identidade própria, além de os distinguir em relação aos seus similares disponíveis no mercado.";"22000 - Ministério da Agricultura e Pecuária";
2024;"1144";"1255";"0525";"Ampliar a oferta e o consumo de produtos orgânicos controlados e suas práticas leais de produção e comércio.";"Aumentar a oferta e o consumo de produtos orgânicos como forma de promoção da saúde pública, conservação do meio ambiente e estímulo de relações justas de trabalho no campo, por meio do aperfeiçoamento e aplicação dos mecanismos de controle para garantir a qualidade orgânica e as práticas leais de produção e comércio, de ações de apoio ao desenvolvimento da agricultura orgânica, de base agroecológica e da sociobiodiversidade, da promoção da construção coletiva e socialização do conhecimento, do apoio à organização da rede de produção orgânica, da ampliação da oferta e do acesso a tecnologias, processos e produtos apropriados, elaboração, implantação e fortalecimento dos instrumentos de identificação, gestão da informação e de acesso a políticas públicas.";"22000 - Ministério da Agricultura e Pecuária";
2024;"1144";"1255";"0036";"Ampliar as informações oficiais disponibilizadas à sociedade, das ações que promovem o incremento da sustentabilidade.";"A disponibilização de informações à sociedade sobre o ?Plano Setorial para Adaptação à Mudança do Clima e Baixa Emissão de Carbono na Agropecuária?, ou ABC+, conforme desenhado em sua estrutura de governança, inclui o Sistema Informatizado de Governança do Plano ABC (SIGABC), que tem por finalidade o monitoramento e o acompanhamento da implementação das ações de fomento do ABC+ em nível nacional e estadual, além da Plataforma Multiinstitucional de Monitoramento das Reduções de gases de efeito estufa (GEE) na Agropecuária (Plataforma ABC) e dos dados relativos ao crédito rural, por meio do Sistema de Operações do Crédito Rural e do Proagro (Sicor). Estes 3 eixos compõem o Sistema Integrado de Informação do Plano ABC (SINABC), que consolida e sistematiza os resultados de execução do ABC+, além de promover a transparência e o acesso público aos dados e às informações gerados.";"22000 - Ministério da Agricultura e Pecuária";
2024;"1144";"1255";"0175";"Promover e ampliar a sustentabilidade da produção agropecuária e da pecuária familiar";"Fomento ao desenvolvimento agropecuário sustentável, por meio da promoção e ampliação de ações integradas, compartilhadas e transversais, com enfoque em tecnologias verdes, preservação, conservação e recuperação de recursos naturais, em especial do solo e da água, e estímulo à produção agropecuária de baixa emissão e remoção de carbono, como também o aumento do uso de sistemas irrigados.";"22000 - Ministério da Agricultura e Pecuária";
2024;"2322";"1256";"0014";"Ampliar o acesso da população aos serviços adequados de abastecimento de água no meio urbano";"Apoio a ampliação do acesso e a melhoria da qualidade dos serviços de abastecimento de água em áreas urbanas, bem como à expansão da produção e da distribuição de água potável, visando a redução do déficit de acesso aos serviços de abastecimento de água";"56000 - Ministério das Cidades";
2024;"2322";"1256";"0408";"Ampliar o acesso aos sistemas e às soluções alternativas de abastecimento de água no meio rural";"Objetiva implantar, ampliar ou melhorar sistemas ou soluções alternativas de abastecimento de água, em áreas rurais, a fim de reduzir o déficit de acesso ao abastecimento de água. Assim, são realizadas atividades de fomento e financiamento a implantação e/ou a ampliação e/ou a melhoria de sistemas ou soluções de abastecimento de água em áreas rurais.";"56000 - Ministério das Cidades";
2024;"2322";"1256";"0409";"Ampliar o acesso da população aos serviços adequados de esgotamento sanitário no meio urbano";"Apoio à ampliação dos serviços de coleta, tratamento e/ou disposição final adequada de esgotos sanitários para as áreas urbanas de todos os municípios, bem como à expansão da produção da água de reuso e do tratamento de esgotos, visando a redução do déficit de atendimento adequado dos serviços de esgotamento sanitário";"56000 - Ministério das Cidades";
2024;"2322";"1256";"0498";"Ampliar o acesso aos sistemas e às soluções alternativas de esgotamento sanitário no meio rural";"Objetiva implantar, ampliar ou melhorar sistemas ou soluções alternativas de esgotamento sanitário, em áreas rurais, a fim de reduzir o déficit de acesso ao atendimento adequado de esgotamento sanitário. Assim, são realizadas atividades de fomento e financiamento a implantação e/ou a ampliação e/ou a melhoria de sistemas ou soluções de esgotamento sanitário em áreas rurais.";"56000 - Ministério das Cidades";
2024;"2322";"1256";"0499";"Diminuir o risco de inundações através da implantação, ampliação ou melhoria dos sistemas de drenagem urbana e manejo de águas pluviais";"Objetiva apoiar a implantação, ampliação ou melhoria dos sistemas de drenagem urbana e manejo de águas pluviais, visando a diminuição do risco de inundações nas cidades brasileiras.";"56000 - Ministério das Cidades";
